AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,REG_FEE,COMMIS,SALES_PRICE,NULL
T Nagar,1848,113,2,1,5,Yes,770779,374378,22022260,1
Adyar,931,195,1,1,3,No,382227,21235,10617420,1
KK Nagar,2062,157,3,2,5,Yes,425412,229068,10908000,1
Velachery,1894,14,3,2,5,Yes,436488,231884,13640240,1
Karapakkam,1474,144,2,2,4,No,268643,69080,7675500,1
Karapakkam,968,186,1,1,3,No,290050,52209,5801000,1
T Nagar,1827,73,2,1,5,No,450795,212139,13258680,1
Chrompet,709,48,1,1,2,No,237970,122823,7676450,1
Anna Nagar,1983,73,2,1,5,Yes,379689,262862,14603420,1
KK Nagar,1464,67,2,1,4,No,456367,96077,12009660,1
Adyar,1290,108,2,2,4,No,264914,85456,8545605,1
Karapakkam,558,129,1,1,2,Yes,336196,156370,7818500,1
KK Nagar,1863,175,3,2,5,No,441596,155155,11935020,1
Adyar,1199,39,1,1,3,Yes,502763,50276,12569065,1
T Nagar,1631,35,1,1,4,Yes,649092,305455,19090950,1
Velachery,1576,169,2,1,4,Yes,309605,69661,7740130,1
Chrompet,1148,82,1,1,3,Yes,321168,177196,11074760,1
Anna Nagar,1792,62,1,1,4,Yes,708009,229062,20823790,1
T Nagar,1808,154,2,1,5,No,348123,116041,12893440,1
T Nagar,1877,131,2,1,5,No,529436,190054,13575290,1
Velachery,1760,108,2,1,4,Yes,476702,188172,12544800,1
Chrompet,966,163,1,1,3,No,292841,135962,10458600,1
Karapakkam,979,85,1,1,3,Yes,324980,154753,7737625,1
Chrompet,1044,166,1,1,3,No,232087,146129,8595800,1
Adyar,1180,69,1,1,3,No,495815,28332,14166140,1
Chrompet,1095,79,1,1,3,Yes,326709,132725,10209650,1
Chrompet,1202,149,2,1,4,No,292010,73003,10428940,1
Adyar,691,77,1,1,2,Yes,379506,129831,9987005,1
Karapakkam,1313,35,1,1,3,No,453822,137202,10554000,1
Adyar,625,168,1,1,2,No,262173,131087,8739100,1
KK Nagar,1933,186,3,2,5,No,572732,247668,15479240,1
Karapakkam,681,198,1,1,2,Yes,321738,64348,6434750,1
Karapakkam,636,35,1,1,2,No,141203,98842,4706750,1
Anna Nagar,1718,100,1,1,4,Yes,504678,230710,14419380,1
Karapakkam,1086,134,1,1,3,Yes,262153,144874,6898750,1
Chrompet,845,65,1,1,3,No,322608,110897,10081500,1
Anna Nagar,1774,158,1,1,4,Yes,421391,210696,14046370,1
Anna Nagar,1730,129,1,1,4,No,472693,218166,12120330,1
Chrompet,1180,18,1,1,3,No,294936,116187,8937450,1
Velachery,1607,177,2,1,4,No,550357,110071,13758930,1
Adyar,1182,193,1,1,3,No,488617,66029,13205875,1
T Nagar,1539,100,1,1,4,No,426539,255923,17061540,1
Karapakkam,1636,5,2,2,4,No,247489,129369,5624750,1
Karapakkam,1088,178,1,1,3,No,305664,159200,6368000,1
Karapakkam,1229,78,1,1,3,Yes,376917,144351,8019500,1
Adyar,848,125,1,1,3,No,264736,19855,6618400,1
Chrompet,1209,148,2,1,4,Yes,476120,148788,14878750,1
KK Nagar,2041,85,3,2,5,No,346506,105877,9625180,1
Adyar,618,22,1,1,2,No,177488,16639,5546495,1
Anna Nagar,1750,124,1,1,4,No,359917,59986,11997230,1
Anna Nagar,1816,131,2,1,5,No,411532,92927,13275240,1
Karapakkam,793,153,1,1,2,No,184742,39588,4398625,1
Velachery,1737,109,2,1,4,No,398902,172857,13296730,1
Adyar,658,155,1,1,2,No,179191,13439,4479770,1
Adyar,1219,189,2,2,4,No,356975,167332,11155480,1
Karapakkam,1272,181,1,1,3,No,380351,236434,10279750,1
Chrompet,919,72,1,1,3,Yes,260537,35936,8984050,1
Anna Nagar,1741,46,1,1,4,No,424680,84936,12133700,1
Anna Nagar,1984,160,2,1,5,No,440372,242964,15185240,1
KK Nagar,2202,104,3,2,5,Yes,821501,186705,18670480,1
Adyar,630,52,1,1,2,Yes,273256,29541,7385285,1
KK Nagar,1344,89,2,1,4,No,406489,301589,13112560,1
Karapakkam,915,25,1,1,3,No,287054,105449,5858250,1
Velachery,1884,142,3,2,5,No,253856,96054,6860970,1
T Nagar,1989,46,2,1,5,No,456406,190169,12677940,1
Adyar,730,87,1,1,2,Yes,264504,54457,7779515,1
Chrompet,1081,172,1,1,3,Yes,270368,87216,8721550,1
Chrompet,1198,73,1,1,3,Yes,427058,151537,13776050,1
Chrompet,927,40,1,1,3,No,211506,89483,8134850,1
Velachery,1611,115,2,1,4,No,315564,176344,9281280,1
Adyar,655,22,1,1,2,Yes,398972,68395,11399205,1
Velachery,1634,111,2,1,4,Yes,491907,163969,14906280,1
KK Nagar,1762,28,2,1,4,No,439403,175761,14646760,1
KK Nagar,2049,7,3,2,5,No,400777,180350,10019420,1
Velachery,1711,148,2,1,4,No,450959,145471,14547070,1
KK Nagar,1807,53,3,2,5,Yes,732764,286734,15929660,1
Karapakkam,591,106,1,1,2,Yes,228552,164272,7142250,1
T Nagar,1827,98,2,1,5,Yes,616673,287781,20555760,1
Adyar,789,197,1,1,2,Yes,412806,74093,10584775,1
Adyar,1299,20,2,2,4,No,553550,205604,15815700,1
Adyar,786,197,1,1,2,No,266914,37071,7414265,1
Velachery,1726,89,2,1,4,Yes,291169,84286,7662340,1
T Nagar,1790,82,1,1,4,Yes,370287,170902,14241820,1
Adyar,691,182,1,1,2,No,158899,5126,5125790,1
KK Nagar,1405,75,2,1,4,Yes,383204,231939,10084320,1
Adyar,1009,164,1,1,3,Yes,449339,26432,13215865,1
Anna Nagar,1525,114,1,1,4,Yes,743729,293577,19571820,1
Velachery,1847,186,3,2,5,Yes,427751,236389,11256610,1
Chrompet,1250,47,2,1,4,Yes,482259,186681,15556750,1
Karapakkam,804,179,1,1,2,Yes,236150,147594,5903750,1
KK Nagar,2117,133,3,2,5,Yes,446980,248322,12416100,1
KK Nagar,2018,145,3,2,5,Yes,451958,125544,12554380,1
Chrompet,942,74,1,1,3,No,234578,98372,7567040,1
Adyar,777,196,1,1,2,Yes,281067,51103,8517175,1
T Nagar,1695,194,1,1,4,Yes,369855,92464,13209090,1
Adyar,902,175,1,1,3,No,411699,73895,10556375,1
Velachery,1904,89,3,2,5,No,297667,170096,8504780,1
Anna Nagar,1536,19,1,1,4,No,276617,92206,10245090,1
Karapakkam,827,39,1,1,2,Yes,357217,166148,8307375,1
Velachery,1553,158,2,1,4,No,215323,71774,6524930,1
Chrompet,768,46,1,1,2,Yes,179296,107578,7171850,1
Chrompet,1245,26,2,1,4,No,396538,58746,14686600,1
Velachery,1662,55,2,1,4,Yes,320258,143273,8427850,1
KK Nagar,1958,94,3,2,5,No,469780,192183,10676820,1
KK Nagar,2281,124,4,2,6,Yes,843562,479297,19171860,1
Velachery,1908,73,3,2,5,Yes,338673,127002,8466820,1
Adyar,916,50,1,1,3,Yes,375172,37517,9379310,1
Chrompet,1101,24,1,1,3,Yes,235484,117742,8410150,1
Anna Nagar,1518,142,1,1,4,Yes,484782,99442,12430300,1
Adyar,1049,10,1,1,3,Yes,412169,66838,11139700,1
Karapakkam,736,120,1,1,2,Yes,290019,88267,6304750,1
Adyar,693,69,1,1,2,No,320549,88151,8013720,1
Anna Nagar,1802,77,2,1,5,No,495694,80383,13397130,1
Adyar,888,44,1,1,3,Yes,396433,69376,9910835,1
Chrompet,973,155,1,1,3,Yes,247961,38148,9536960,1
Karapakkam,663,41,1,1,2,Yes,141060,79346,4408125,1
Chrompet,700,51,1,1,2,Yes,256389,115788,8270600,1
Adyar,976,47,1,1,3,Yes,372453,68610,9801395,1
KK Nagar,2283,56,4,2,6,Yes,443276,221638,13852380,1
KK Nagar,1301,64,1,1,3,Yes,508189,254095,12099740,1
Karapakkam,1261,112,1,1,3,No,308296,154148,9634250,1
KK Nagar,2365,37,4,2,6,No,931224,297992,18624480,1
Chrompet,958,49,1,1,3,No,270242,45040,9008060,1
Velachery,1587,21,2,1,4,Yes,291926,163135,8586060,1
T Nagar,1977,131,2,1,5,Yes,616010,242004,22000360,1
Chrompet,1137,70,1,1,3,No,313249,114858,10441640,1
Chrompet,865,165,1,1,3,No,217708,23326,7775300,1
Chrompet,1125,103,1,1,3,Yes,258958,46243,9248500,1
Karapakkam,1635,122,2,2,4,No,371726,212415,10620750,1
KK Nagar,2345,199,4,2,6,No,534204,106841,13355100,1
Chrompet,1072,83,1,1,3,Yes,257081,94263,8569350,1
KK Nagar,2416,2,4,2,6,Yes,628321,215985,19635040,1
Velachery,1720,110,2,1,4,No,277870,101044,8420300,1
Karapakkam,727,88,1,1,2,Yes,228535,99618,5859875,1
T Nagar,1970,193,2,1,5,Yes,626088,208696,16053550,1
Velachery,1891,51,3,2,5,Yes,430619,147641,12303400,1
Karapakkam,1227,102,1,1,3,Yes,285108,154950,6198000,1
Chrompet,1253,135,2,1,4,Yes,352351,154153,11010960,1
Karapakkam,1278,199,1,1,3,No,453424,94903,10544750,1
Adyar,692,190,1,1,2,No,159076,32751,4678720,1
Chrompet,1186,200,1,1,3,No,326064,91298,13042550,1
KK Nagar,1881,50,3,2,5,Yes,608015,240673,12666980,1
Chrompet,898,87,1,1,3,Yes,321574,103734,10373360,1
Velachery,1661,31,2,1,4,Yes,306505,170281,8514030,1
KK Nagar,1536,150,2,1,4,No,374964,87201,8720100,1
Chrompet,726,155,1,1,2,Yes,237190,86251,7187570,1
Adyar,961,132,1,1,3,Yes,383886,10968,10968170,1
Karapakkam,1356,100,2,2,4,Yes,224541,152108,7243250,1
Chrompet,882,40,1,1,3,No,285963,112652,8665540,1
Karapakkam,1558,133,2,2,4,Yes,268541,150067,7898250,1
Karapakkam,1440,75,2,2,4,Yes,330110,125756,7859750,1
Karapakkam,691,37,1,1,2,Yes,236325,121193,6059625,1
Adyar,1255,191,2,2,4,No,322706,60507,10084565,1
Chrompet,1009,128,1,1,3,Yes,414241,146989,13362600,1
Adyar,1065,81,1,1,3,No,267426,41142,6857075,1
Chrompet,1065,11,1,1,3,Yes,268804,49779,9955700,1
Karapakkam,694,3,1,1,2,Yes,190350,57105,3807000,1
Chrompet,1045,88,1,1,3,No,225513,27062,9020500,1
Karapakkam,730,175,1,1,2,Yes,242000,44000,5500000,1
Velachery,1871,22,3,2,5,No,310203,180952,8616750,1
Chrompet,994,56,1,1,3,Yes,236898,85283,9475900,1
Anna Nagar,1754,198,1,1,4,No,294779,76424,10917740,1
KK Nagar,2224,189,4,2,6,Yes,609839,256132,12196780,1
Karapakkam,836,66,1,1,2,No,171696,46501,3577000,1
Karapakkam,1399,137,2,2,4,No,473817,187323,11019000,1
Velachery,1950,126,3,2,5,Yes,392615,78523,11217570,1
Anna Nagar,1519,2,1,1,4,Yes,391124,156449,13037450,1
Anna Nagar,1605,4,1,1,4,Yes,400919,133640,12149050,1
Chrompet,1230,81,2,1,4,No,395059,98765,14109250,1
Karapakkam,584,70,1,1,2,Yes,334778,96714,7439500,1
Velachery,1590,57,2,1,4,No,411610,212444,13277730,1
Velachery,1734,87,2,1,4,No,325789,111990,10180900,1
Chrompet,786,119,1,1,2,No,283533,43620,10905100,1
Chrompet,701,52,1,1,2,No,263922,42568,8513600,1
Adyar,783,149,1,1,2,Yes,332985,110995,8538070,1
Anna Nagar,1739,128,1,1,4,No,356719,242059,12739970,1
Chrompet,1127,38,1,1,3,No,265248,61891,8841600,1
Chrompet,919,61,1,1,3,No,274871,40722,10180400,1
Chrompet,902,120,1,1,3,No,276408,25913,8637740,1
Adyar,838,10,1,1,3,Yes,425503,167962,11197455,1
Chrompet,1026,174,1,1,3,No,322097,61942,12388350,1
Karapakkam,1346,84,2,2,4,Yes,319963,133938,7441000,1
KK Nagar,1764,191,2,1,4,No,339467,109505,10950540,1
Chrompet,825,9,1,1,3,Yes,306133,90706,11338250,1
Velachery,1542,147,2,1,4,Yes,365067,225483,10737270,1
KK Nagar,1869,20,3,2,5,No,436430,212620,11190500,1
Adyar,1291,0,2,2,4,No,250240,27804,6951120,1
Karapakkam,950,7,1,1,3,Yes,242004,73164,5628000,1
Karapakkam,680,130,1,1,2,Yes,344736,131328,8208000,1
Anna Nagar,1579,188,1,1,4,Yes,333138,102504,12812990,1
Chrompet,1047,42,1,1,3,Yes,298688,81460,9051140,1
Anna Nagar,1660,36,1,1,4,Yes,467030,186812,18681200,1
Chormpet,835,46,1,1,3,Yes,267393,27661,9220450,1
Anna Nagar,1883,121,2,1,5,No,346233,119850,13316650,1
Adyar,1109,5,1,1,3,Yes,361431,10040,10039740,1
Adyar,995,26,1,1,3,Yes,281925,112770,8055010,1
Velachery,1747,142,2,1,4,Yes,397258,132419,12038110,1
Anna Nagar,1529,191,1,1,4,Yes,479428,59929,11985700,1
Karapakkam,1034,30,1,1,3,Yes,400584,191947,8345500,1
KK Nagar,1302,84,1,1,3,No,406322,158014,11286720,1
Karapakkam,654,143,1,1,2,Yes,290444,114827,6754500,1
Chrompet,1020,41,1,1,3,Yes,397371,198686,13245700,1
Karapakkam,506,145,1,1,2,No,254251,58673,6519250,1
T Nagar,1955,10,2,1,5,Yes,391617,167836,13986310,1
Karapakkam,1653,160,2,2,4,No,392600,171763,12268750,1
Velachery,1820,77,3,2,5,Yes,364661,221007,11050340,1
Velachery,1508,63,2,1,4,Yes,433275,96283,12035430,1
Karapakkam,1292,111,1,1,3,No,421813,107697,8974750,1
Anna Nagar,1922,160,2,1,5,No,657450,106040,21208080,1
Karapakkam,584,165,1,1,2,No,149274,98206,3928250,1
Anna Nagar,1839,153,2,1,5,Yes,472718,152938,13903480,1
Velachery,1879,166,3,2,5,No,316824,89107,9900740,1
Karapakkam,1199,70,1,1,3,No,249190,65962,7329125,1
Chrompet,1181,102,1,1,3,Yes,287561,110601,11060050,1
Chrompet,1068,86,1,1,3,No,263528,63610,9087160,1
Velachery,1686,92,2,1,4,Yes,360782,252547,12026070,1
KK Nagar,2242,84,4,2,6,Yes,447066,216759,13547460,1
Chrompet,1259,112,2,1,4,No,296823,143624,9574950,1
T Nagar,1843,118,2,1,5,Yes,367560,231426,13613320,1
T Nagar,1924,59,2,1,5,Yes,477871,260657,14480950,1
Chrompet,1144,73,1,1,3,No,379490,63248,12649650,1
Karapakkam,542,127,1,1,2,Yes,230685,69206,7689500,1
Anna Nagar,1515,103,1,1,4,No,391136,97784,10864880,1
Adyar,630,174,1,1,2,No,348618,9684,9683840,1
Velachery,1671,182,2,1,4,No,416384,85412,10676510,1
Karapakkam,1047,18,1,1,3,No,291168,78858,6066000,1
Anna Nagar,1595,87,1,1,4,Yes,646446,209658,17471500,1
Adyar,1299,62,2,2,4,No,283058,105136,8087365,1
Anna Nagar,1626,27,1,1,4,Yes,513516,192568,12837890,1
Karapakkam,801,80,1,1,2,No,191454,95727,5038250,1
Chrompet,1089,6,1,1,3,Yes,406081,183392,13099400,1
Anna Nagar,1955,54,2,1,5,No,335700,185214,11575870,1
KK Nagar,1708,91,2,1,4,No,526583,283545,13502140,1
T Nagar,1697,19,1,1,4,Yes,550743,70608,14121610,1
T Nagar,1975,8,2,1,5,No,505728,101146,12643190,1
Velachery,1966,168,3,2,5,Yes,407993,215329,11333130,1
Anna Nagar,1791,164,1,1,4,No,532771,84122,14020280,1
Velachery,1890,66,3,2,5,Yes,491376,206061,15850840,1
Karapakkam,967,152,1,1,3,No,143976,62260,3891250,1
Anna Nagar,1711,99,1,1,4,No,366782,84642,14106990,1
KK Nagar,1583,62,2,1,4,No,379707,141034,10848760,1
Adyar,1274,77,2,2,4,Yes,418725,139575,10736530,1
Karapakkam,1356,158,2,2,4,No,314136,60154,6683750,1
Chrompet,1144,166,1,1,3,Yes,224235,26908,8969400,1
Chrompet,1129,49,1,1,3,No,300872,27352,9117330,1
Adyar,695,86,1,1,2,Yes,273986,18266,9132865,1
Chrompet,867,108,1,1,3,Yes,208146,141539,8325850,1
KK Nagar,1501,35,2,1,4,No,311281,128174,9155320,1
Velachery,1896,72,3,2,5,Yes,383008,81244,11606300,1
Karapakkam,1449,46,2,2,4,No,213096,54640,5464000,1
Anna Nagar,1700,168,1,1,4,No,298165,178899,11926600,1
Velachery,1829,2,3,2,5,No,286079,121367,8669050,1
Chrompet,1178,4,1,1,3,Yes,287990,154280,10285360,1
KK Nagar,1460,118,2,1,4,No,322466,128986,9213320,1
Anna Nagar,1807,83,2,1,5,Yes,399255,106468,13308490,1
Adyar,1103,193,1,1,3,Yes,484314,65448,13089560,1
Chrompet,992,195,1,1,3,No,241118,34445,8611350,1
Adyar,1268,114,2,2,4,No,388148,119430,9952510,1
Anna Nagar,1890,101,2,1,5,No,310636,195586,11505040,1
Karapakkam,670,163,1,1,2,No,225984,66768,5136000,1
Karapakkam,1236,159,1,1,3,Yes,318888,88992,7416000,1
Karapakkam,1256,22,1,1,3,No,188511,72972,6081000,1
Chrompet,1071,60,1,1,3,Yes,475273,144022,14402200,1
Chrompet,1217,87,2,1,4,Yes,379641,154229,11863790,1
Karapakkam,1488,146,2,2,4,Yes,237915,174938,6997500,1
KK Nagar,2162,85,3,2,5,Yes,810693,310478,17248780,1
Velachery,1623,15,2,1,4,Yes,540729,243328,13518220,1
Anna Nagar,1585,135,1,1,4,No,555963,340751,17934280,1
KK Nagar,2237,4,4,2,6,No,487323,255845,12183080,1
Karapakkam,1662,100,2,2,4,No,307170,204780,8532500,1
Adyar,819,44,1,1,3,No,422762,21138,10569040,1
KK Nagar,2348,49,4,2,6,No,504889,288508,12021160,1
Adyar,604,105,1,1,2,Yes,351012,54002,9000305,1
T Nagar,1849,39,2,1,5,No,322737,99304,12412950,1
Karapakkam,1617,53,2,2,4,Yes,308441,185065,10281375,1
KK Nagar,1733,148,2,1,4,No,709109,132958,14773100,1
Chrompet,802,150,1,1,3,Yes,186654,107685,7178990,1
Adyar,1081,158,1,1,3,No,362034,131649,10970740,1
Adyar,1243,21,2,2,4,Yes,264644,24810,8270125,1
Karapakkam,1430,146,2,2,4,No,293075,127751,7514750,1
KK Nagar,1707,118,2,1,4,No,331060,126582,9737060,1
KK Nagar,1317,3,1,1,3,No,583270,221643,11665400,1
Karapakkam,1128,20,1,1,3,Yes,239404,43528,5441000,1
KK Nagar,2458,172,4,2,6,No,511912,193389,11375820,1
Chrompet,1091,144,1,1,3,No,192448,107771,7697920,1
Velachery,1795,69,2,1,4,Yes,425153,212576,11809800,1
KK Nagar,2481,129,4,2,6,Yes,699527,128485,14276060,1
Chrompet,1095,81,1,1,3,Yes,402772,222219,13888700,1
T Nagar,1759,17,1,1,4,No,296581,189812,11863220,1
Anna Nagar,1774,7,1,1,4,Yes,441125,151637,13785170,1
KK Nagar,2314,27,4,2,6,Yes,424784,169914,14159480,1
Anna Nagar,1695,98,1,1,4,Yes,383810,203899,11994050,1
Chrompet,1099,184,1,1,3,No,424533,212266,13266650,1
T Nagar,1547,117,1,1,4,Yes,367143,67989,13597890,1
Adyar,927,175,1,1,3,No,406836,135612,10431690,1
Anna Nagar,1966,176,2,1,5,No,434841,188039,11752460,1
KK Nagar,1541,35,2,1,4,No,502054,278919,13945940,1
Velachery,1978,20,3,2,5,Yes,385174,192587,10699280,1
Karapakkam,1208,36,1,1,3,Yes,533855,141635,10895000,1
Karapakkam,659,16,1,1,2,No,247065,58825,5882500,1
T Nagar,1834,159,2,1,5,No,489679,181881,13990830,1
Chrompet,792,131,1,1,2,Yes,241977,66752,8344040,1
Chrompet,1262,189,2,1,4,No,323202,172374,10773390,1
Chrompet,767,48,1,1,2,Yes,274570,116484,8320290,1
Karapakkam,1225,186,1,1,3,No,178211,93349,4243125,1
Chrompet,732,96,1,1,2,Yes,239358,103722,7978600,1
Karapakkam,1647,170,2,2,4,Yes,478058,144529,11117625,1
KK Nagar,1344,163,2,1,4,Yes,395621,89914,8991380,1
Adyar,807,68,1,1,3,Yes,276165,14162,7081160,1
Karapakkam,631,46,1,1,2,Yes,314241,198468,8269500,1
T Nagar,1775,117,1,1,4,Yes,483506,136373,12397590,1
Adyar,753,22,1,1,2,Yes,188659,74320,5716935,1
KK Nagar,1952,9,3,2,5,Yes,423661,122639,11148980,1
Chrompet,1021,4,1,1,3,Yes,298266,158454,9320800,1
Chrompet,1126,194,1,1,3,Yes,250615,139231,9282050,1
KK Nagar,2397,5,4,2,6,Yes,510155,165800,12753880,1
Chrompet,1059,199,1,1,3,Yes,356166,42740,14246650,1
KK Nagar,1625,82,2,1,4,Yes,425812,227760,9902600,1
Karapakkam,1080,12,1,1,3,Yes,328144,82036,10254500,1
KK Nagar,2254,195,4,2,6,Yes,472266,99424,12428040,1
Velchery,1696,189,2,1,4,No,475812,163136,13594630,1
Velachery,1943,68,3,2,5,No,377099,140065,10774250,1
KK Nagar,1499,85,2,1,4,No,626257,146571,13324620,1
Velachery,1782,179,2,1,4,Yes,434146,173658,14471520,1
Anna Nagar,1505,174,1,1,4,No,534526,327613,17242780,1
KK Nagar,2050,191,3,2,5,Yes,773456,235400,16814260,1
Anna Nagar,1665,40,1,1,4,Yes,455025,202233,12639580,1
Karapakkam,1391,115,2,2,4,Yes,278964,112914,6642000,1
Anna Nagar,1797,24,1,1,4,Yes,404535,195743,13049510,1
T Nagar,1514,185,1,1,4,No,656577,168353,16835310,1
Adyar,786,118,1,1,2,Yes,362994,10371,10371250,1
Velachery,1991,48,3,2,5,Yes,524594,151856,13805110,1
Velachery,1814,196,3,2,5,No,419251,139750,13975040,1
Karapakkam,504,130,1,1,2,No,162338,31086,3454000,1
Adyar,1215,125,2,2,4,Yes,600958,200319,16693265,1
T Nagar,1934,183,2,1,5,No,353871,254787,14154820,1
KK Nagar,1691,170,2,1,4,Yes,631722,264442,14691200,1
Chrompt,1294,12,2,1,4,Yes,424022,47114,15704500,1
KK Nagar,2268,194,4,2,6,No,384292,151388,11645200,1
Karapakam,615,61,1,1,2,No,335076,167538,7284250,1
Karapakkam,1640,15,2,2,4,Yes,376281,132207,10169750,1
Chrompet,832,176,1,1,3,No,305327,157290,9252340,1
Anna Nagar,1919,5,2,1,5,No,492330,123082,12308240,1
Velachery,1788,164,2,1,4,No,329441,145342,9689440,1
T Nagar,1674,127,1,1,4,Yes,371852,225767,13280420,1
Chrompet,723,12,1,1,2,No,235693,22809,7603010,1
Adyar,990,167,1,1,3,No,404011,106319,10631860,1
KK Nagar,2219,73,3,2,5,No,610744,174498,17449820,1
Adyar,1167,193,1,1,3,No,316181,31618,7904525,1
T Nagar,1566,85,1,1,4,No,584360,240619,17187060,1
Chrompet,1053,195,1,1,3,Yes,324391,40549,10137210,1
Velachery,1781,9,2,1,4,No,501834,92443,13206150,1
KK Nagar,2470,188,4,2,6,No,626856,217481,12792980,1
Velachery,1612,21,2,1,4,No,295493,156438,8690980,1
KK Nagar,1418,73,2,1,4,Yes,381786,221969,8878740,1
Chrompet,1032,192,1,1,3,Yes,260006,125188,9629850,1
Karapakkam,1430,69,2,2,4,Yes,633068,116278,12919750,1
Chrompet,812,51,1,1,3,Yes,407482,86436,12347950,1
Karapakkam,571,0,1,1,2,Yes,180473,97178,4627500,1
Velachery,1709,187,2,1,4,Yes,525271,193521,13822920,1
Chrompet,1128,141,1,1,3,No,374252,144872,12072650,1
KK Nagar,1731,156,2,1,4,No,462109,146522,11270960,1
Velachery,1620,170,2,1,4,Yes,446644,153534,13957610,1
Velachery,1581,140,2,1,4,Yes,534248,267124,13356200,1
Anna Nagar,1672,132,1,1,4,Yes,521203,231646,14477850,1
Chrompet,1266,86,2,1,4,Yes,245094,118008,9077550,1
Chrompet,1298,34,2,1,4,Yes,311948,143976,11998010,1
T Nagar,1952,105,2,1,5,Yes,460098,181251,13942350,1
KK Nagar,2386,169,4,2,6,Yes,478831,142355,12941380,1
Chrompet,1058,61,1,1,3,Yes,257955,137576,8598500,1
Adyar,987,95,1,1,3,Yes,368029,92007,9200725,1
Karapakkam,1256,198,1,1,3,No,319362,93930,9393000,1
KK Nagar,1824,143,3,2,5,No,650269,257083,15122540,1
Velachery,1752,70,2,1,4,Noo,281674,119498,8535580,1
Adyar,796,68,1,1,2,Yes,389486,116846,9737150,1
Chrompet,1031,40,1,1,3,No,277250,36967,9241670,1
Chrompet,1114,60,1,1,3,Yes,280961,106571,9688300,1
Anna Nagar,1567,179,1,1,4,No,383791,58150,11630020,1
Adyar,1282,164,2,2,4,Yes,362763,37206,9301605,1
Chrompet,957,81,1,1,3,Yes,265350,41461,8292190,1
T Nagar,1510,14,1,1,4,No,505308,211903,16300260,1
Karapakkam,1005,150,1,1,3,Yes,233287,75254,7525375,1
Velachery,1824,123,3,2,5,No,234976,131310,6911070,1
Chrompet,837,172,1,1,3,Yes,338038,137328,10563700,1
Adyar,1103,44,1,1,3,No,230819,53858,7693965,1
Karapakkam,1386,97,2,2,4,No,353577,168370,8418500,1
Velachery,1588,80,2,1,4,Yes,460650,80614,11516250,1
Chrompet,792,59,1,1,2,No,327579,95103,10567050,1
Chrompet,1241,152,2,1,4,Yes,286050,125147,8939050,1
KK Nagar,1571,1,2,1,4,Yes,465954,139786,11648840,1
Chrompet,770,132,1,1,2,No,222094,62186,8883750,1
Anna Nagar,1707,133,1,1,4,No,607726,173636,17363590,1
T Nagar,1840,55,2,1,5,Yes,550157,260601,14477820,1
Karapakkam,972,35,1,1,3,No,307188,140795,6399750,1
Adyar,1000,33,1,1,3,No,283858,75139,8348770,1
T Nagar,1888,152,2,1,5,Yes,344124,110120,13764960,1
Karapakkam,557,29,1,1,2,Yes,134825,67413,3210125,1
Chrompet,1180,16,1,1,3,No,293365,44449,8889850,1
Chrompet,1219,124,2,1,4,Yes,308482,119412,9951030,1
Karapakkam,943,145,1,1,3,Yes,421272,105318,8776500,1
Chrompet,1133,96,1,1,3,Yes,236700,37872,9468000,1
Adyar,1153,178,1,1,3,Yes,317310,25051,8350260,1
Velachery,1618,30,2,1,4,Yes,588755,343440,16354300,1
Karapakkam,1246,31,1,1,3,Yes,381960,183023,7957500,1
KK Nagar,2389,109,4,2,6,No,644103,202432,18402940,1
KK Nagar,2227,163,4,2,6,No,496470,118207,11820720,1
Anna Nagar,1853,42,2,1,5,Yes,344034,192659,13761350,1
Chrompet,926,13,1,1,3,No,370135,95519,11939850,1
T Nagar,1517,191,1,1,4,No,339667,58563,11712660,1
KK Nagar,1721,61,2,1,4,No,424361,193730,9225240,1
Karapakkam,1231,126,1,1,3,No,262706,102798,5711000,1
Karapakkam,1090,34,1,1,3,Yes,170678,63395,4876500,1
Velachery,1590,56,2,1,4,Yes,487383,153178,13925230,1
Karapakkam,1353,183,2,2,4,Yes,360354,172670,7507375,1
Anna Nagar,1610,185,1,1,4,Yes,338646,189642,13545830,1
T Nagar,1883,148,2,1,5,Yes,505465,267599,14866620,1
Chrompet,1029,178,1,1,3,Yes,361156,214018,13376150,1
Chrompet,1285,187,2,1,4,Yes,330959,82740,11819950,1
Adyar,1210,175,2,2,4,Yes,412366,74976,12495925,1
Karapakkam,774,153,1,1,2,No,146379,96192,4182250,1
Chrompet,940,135,1,1,3,No,235685,36259,9064800,1
Velachery,1893,70,3,2,5,Yes,389835,209911,9995770,1
Chrompet,857,29,1,1,3,No,191810,22132,7377300,1
T Nagar,1563,114,1,1,4,No,405998,112777,11277710,1
Velachery,1634,73,2,1,4,No,356825,106083,9643920,1
KK Nagar,1483,161,2,1,4,No,324001,218920,8756780,1
T Nagar,1902,173,2,1,5,Yes,827999,196105,21789460,1
T Nagar,1638,4,1,1,4,Yes,542335,236403,13906030,1
Anna Nagar,1877,4,2,1,5,Yes,719760,348975,21810920,1
Chrompet,751,162,1,1,2,Yes,279992,127269,8484620,1
